url_length,domain_length,subdomain_length,path_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_special_chars,num_sensitive_words,has_@,has_https,has_ip,has_suspicious_tld,is_shortened,label
24,9,0,12,3,0,0,1,1,0,0,0,0,0,0,0,1
127,21,0,95,1,2,0,4,27,7,0,0,0,0,0,0,0
37,8,0,25,1,0,1,3,0,0,0,0,0,0,0,0,0
206,11,0,10,2,0,1,1,27,9,0,0,0,0,0,0,1
28,11,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0
25,6,0,15,2,0,0,1,0,0,0,0,0,0,0,0,1
157,13,0,10,2,3,1,1,8,18,0,0,0,0,0,0,1
52,16,0,23,2,1,0,2,0,2,0,0,0,0,0,0,0
23,8,0,11,2,0,0,1,0,0,0,0,0,0,0,0,1
50,10,0,37,2,1,0,4,2,0,0,0,0,0,0,0,1
33,10,0,19,2,0,0,3,0,0,0,0,0,0,0,0,1
23,13,0,6,1,0,0,1,3,0,0,0,0,0,0,0,1
